,tag,gene_length
10557,272634.6.peg.23,441
10558,272634.6.peg.24,867
10559,272634.6.peg.25,1089
10560,272634.6.peg.26,825
10561,272634.6.peg.27,876
10562,272634.6.peg.28,564
10563,272634.6.peg.29,393
10564,272634.6.peg.30,612
10565,272634.6.peg.31,327
10566,272634.6.peg.32,621
10567,272634.6.peg.33,4332
10568,272634.6.peg.34,1983
10569,272634.6.peg.35,2022
10570,272634.6.peg.36,276
10571,272634.6.peg.37,243
10572,272634.6.peg.38,120
10573,272634.6.peg.39,951
10574,272634.6.peg.40,561
10575,272634.6.peg.41,2019
10576,272634.6.peg.42,795
10577,272634.6.peg.43,117
10578,272634.6.peg.44,513
10579,272634.6.peg.45,1245
10580,272634.6.peg.46,1674
10581,272634.6.peg.47,1356
10582,272634.6.peg.48,1842
10583,272634.6.peg.49,1785
10584,272634.6.peg.50,1527
10585,272634.6.peg.51,1155
10586,272634.6.peg.52,1974
10587,272634.6.peg.53,267
10588,272634.6.peg.54,126
10589,272634.6.peg.55,1683
10590,272634.6.peg.56,861
10591,272634.6.peg.57,861
10592,272634.6.peg.58,1425
10593,272634.6.peg.59,960
10594,272634.6.peg.60,1152
10595,272634.6.peg.61,282
10596,272634.6.peg.62,1323
10597,272634.6.peg.63,717
10598,272634.6.peg.64,675
10599,272634.6.peg.65,1266
10600,272634.6.peg.66,312
10601,272634.6.peg.67,1665
10602,272634.6.peg.68,963
10603,272634.6.peg.69,378
10604,272634.6.peg.70,162
10605,272634.6.peg.71,384
10606,272634.6.peg.72,831
10607,272634.6.peg.73,504
10608,272634.6.peg.74,987
10609,272634.6.peg.75,444
10610,272634.6.peg.76,900
10611,272634.6.peg.77,1695
10612,272634.6.peg.78,1614
10613,272634.6.rna.3,89
10614,272634.6.peg.79,2085
10615,272634.6.peg.80,903
10616,272634.6.peg.81,162
10617,272634.6.peg.82,4161
10618,272634.6.peg.83,1398
10619,272634.6.peg.84,1947
10620,272634.6.peg.85,1602
10621,272634.6.peg.86,1575
10622,272634.6.peg.87,1323
10623,272634.6.peg.88,1140
10624,272634.6.peg.89,990
10625,272634.6.peg.90,714
10626,272634.6.peg.91,906
10627,272634.6.peg.92,423
10628,272634.6.peg.93,207
10629,272634.6.peg.94,162
10630,272634.6.peg.95,297
10631,272634.6.rna.4,1522
10632,272634.6.rna.5,2893
10633,272634.6.rna.6,108
10634,272634.6.peg.96,765
10635,272634.6.peg.97,795
10636,272634.6.peg.98,1626
10637,272634.6.peg.99,444
10638,272634.6.peg.100,324
10639,272634.6.peg.101,225
10640,272634.6.peg.102,753
10641,272634.6.peg.103,201
10642,272634.6.peg.104,552
10643,272634.6.peg.105,1287
10644,272634.6.peg.106,387
10645,272634.6.peg.107,819
10646,272634.6.peg.108,309
10647,272634.6.peg.109,450
10648,272634.6.peg.110,315
10649,272634.6.peg.111,1026
10650,272634.6.peg.112,2418
10651,272634.6.peg.113,756
10652,272634.6.peg.114,1215
10653,272634.6.peg.115,498
10654,272634.6.peg.116,1989
10655,272634.6.peg.117,219
10656,272634.6.peg.118,1269
10657,272634.6.peg.119,309
10658,272634.6.peg.120,1239
10659,272634.6.peg.121,1803
10660,272634.6.peg.122,552
10661,272634.6.peg.123,180
10662,272634.6.peg.124,384
10663,272634.6.peg.125,711
10664,272634.6.peg.126,2733
10665,272634.6.peg.127,654
10666,272634.6.peg.128,366
10667,272634.6.rna.7,74
10668,272634.6.peg.129,1908
10669,272634.6.peg.130,2370
10670,272634.6.peg.131,1056
10671,272634.6.peg.132,1695
10672,272634.6.peg.133,420
10673,272634.6.peg.134,159
10674,272634.6.peg.135,213
10675,272634.6.peg.136,309
10676,272634.6.peg.137,396
10677,272634.6.peg.138,651
10678,272634.6.peg.139,387
10679,272634.6.peg.140,552
10680,272634.6.peg.141,423
10681,272634.6.peg.142,207
10682,272634.6.peg.143,654
10683,272634.6.peg.144,471
10684,272634.6.peg.145,603
10685,272634.6.peg.146,168
10686,272634.6.peg.147,906
10687,272634.6.peg.148,1761
10688,272634.6.peg.149,990
10689,272634.6.peg.150,960
10690,272634.6.peg.151,159
10691,272634.6.peg.152,501
10692,272634.6.peg.153,492
10693,272634.6.peg.154,975
10694,272634.6.peg.155,4884
10695,272634.6.peg.156,3657
10696,272634.6.peg.157,528
10697,272634.6.peg.158,141
10698,272634.6.peg.159,1614
10699,272634.6.peg.160,165
10700,272634.6.peg.161,540
10701,272634.6.peg.162,798
10702,272634.6.peg.163,1458
10703,272634.6.peg.164,759
10704,272634.6.peg.165,1305
10705,272634.6.peg.166,552
10706,272634.6.peg.167,138
10707,272634.6.peg.168,375
10708,272634.6.peg.169,2385
10709,272634.6.peg.170,3342
10710,272634.6.peg.171,1623
10711,272634.6.peg.172,180
10712,272634.6.peg.173,1854
10713,272634.6.peg.174,351
10714,272634.6.peg.175,1209
10715,272634.6.peg.176,810
10716,272634.6.peg.177,1275
10717,272634.6.peg.178,1134
10718,272634.6.peg.179,1338
10719,272634.6.peg.180,783
10720,272634.6.peg.181,387
10721,272634.6.peg.182,327
10722,272634.6.peg.183,864
10723,272634.6.peg.184,639
10724,272634.6.peg.185,714
10725,272634.6.peg.186,864
10726,272634.6.peg.187,264
10727,272634.6.peg.188,453
10728,272634.6.peg.189,822
10729,272634.6.peg.190,420
10730,272634.6.peg.191,336
10731,272634.6.peg.192,258
10732,272634.6.peg.193,369
10733,272634.6.peg.194,336
10734,272634.6.peg.195,543
10735,272634.6.peg.196,186
10736,272634.6.peg.197,429
10737,272634.6.peg.198,555
10738,272634.6.peg.199,351
10739,272634.6.peg.200,660
10740,272634.6.peg.201,456
10741,272634.6.peg.202,1434
10742,272634.6.peg.203,642
10743,272634.6.peg.204,747
10744,272634.6.peg.205,237
10745,272634.6.peg.206,114
10746,272634.6.peg.207,375
10747,272634.6.peg.208,366
10748,272634.6.peg.209,984
10749,272634.6.peg.210,330
10750,272634.6.peg.211,825
10751,272634.6.peg.212,912
10752,272634.6.peg.213,1305
10753,272634.6.peg.214,732
10754,272634.6.peg.215,1836
10755,272634.6.peg.216,960
10756,272634.6.peg.217,2283
10757,272634.6.peg.218,150
10758,272634.6.peg.219,2409
10759,272634.6.peg.220,1086
10760,272634.6.peg.221,1311
10761,272634.6.peg.222,195
10762,272634.6.peg.223,246
10763,272634.6.peg.224,447
10764,272634.6.peg.225,1317
10765,272634.6.peg.226,2823
10766,272634.6.peg.227,885
10767,272634.6.peg.228,2601
10768,272634.6.peg.229,2427
10769,272634.6.peg.230,1974
10770,272634.6.peg.231,408
10771,272634.6.peg.232,3093
10772,272634.6.peg.233,459
10773,272634.6.peg.234,1191
10774,272634.6.peg.235,1131
10775,272634.6.peg.236,1272
10776,272634.6.peg.237,2556
10777,272634.6.peg.238,414
10778,272634.6.peg.239,681
10779,272634.6.peg.240,567
10780,272634.6.peg.241,870
10781,272634.6.peg.242,939
10782,272634.6.peg.243,1170
10783,272634.6.peg.244,420
10784,272634.6.peg.245,468
10785,272634.6.peg.246,2067
10786,272634.6.peg.247,648
10787,272634.6.peg.248,501
10788,272634.6.peg.249,312
10789,272634.6.peg.250,450
10790,272634.6.peg.251,1422
10791,272634.6.peg.252,1365
10792,272634.6.peg.253,1902
10793,272634.6.peg.254,723
10794,272634.6.peg.255,1440
10795,272634.6.peg.256,1437
10796,272634.6.peg.257,1434
10797,272634.6.peg.258,669
10798,272634.6.peg.259,948
10799,272634.6.peg.260,843
10800,272634.6.peg.261,201
10801,272634.6.peg.262,2181
10802,272634.6.peg.263,606
10803,272634.6.peg.264,582
10804,272634.6.peg.265,570
10805,272634.6.peg.266,780
10806,272634.6.peg.267,1170
10807,272634.6.peg.268,837
10808,272634.6.peg.269,1293
10809,272634.6.peg.270,633
10810,272634.6.peg.271,1368
10811,272634.6.peg.272,660
10812,272634.6.peg.273,474
10813,272634.6.peg.274,756
10814,272634.6.peg.275,672
10815,272634.6.peg.276,1017
10816,272634.6.peg.277,1698
10817,272634.6.peg.278,1554
10818,272634.6.peg.279,936
10819,272634.6.peg.280,2136
10820,272634.6.peg.281,1374
10821,272634.6.peg.282,309
10822,272634.6.peg.283,846
10823,272634.6.peg.284,1038
10824,272634.6.peg.285,438
10825,272634.6.peg.286,780
10826,272634.6.peg.287,354
10827,272634.6.peg.288,1482
10828,272634.6.peg.289,288
10829,272634.6.peg.290,738
10830,272634.6.peg.291,411
10831,272634.6.peg.292,282
10832,272634.6.peg.293,417
10833,272634.6.peg.294,801
10834,272634.6.peg.295,303
10835,272634.6.peg.296,858
10836,272634.6.peg.297,1470
10837,272634.6.peg.298,1173
10838,272634.6.peg.299,1746
10839,272634.6.peg.300,1710
10840,272634.6.peg.301,1134
10841,272634.6.peg.302,711
10842,272634.6.peg.303,276
10843,272634.6.peg.304,192
10844,272634.6.peg.305,348
10845,272634.6.peg.306,2385
10846,272634.6.peg.307,1290
10847,272634.6.peg.308,1398
10848,272634.6.peg.309,279
10849,272634.6.peg.310,138
10850,272634.6.peg.311,330
10851,272634.6.peg.312,2364
10852,272634.6.peg.313,564
10853,272634.6.peg.314,222
10854,272634.6.peg.315,591
10855,272634.6.peg.316,930
10856,272634.6.peg.317,555
10857,272634.6.peg.318,621
10858,272634.6.peg.319,663
10859,272634.6.peg.320,183
10860,272634.6.peg.321,450
10861,272634.6.peg.322,360
10862,272634.6.peg.323,801
10863,272634.6.peg.324,1521
10864,272634.6.peg.325,627
10865,272634.6.peg.326,987
10866,272634.6.peg.327,1527
10867,272634.6.rna.8,77
10868,272634.6.rna.9,77
10869,272634.6.rna.10,77
10870,272634.6.rna.11,76
10871,272634.6.rna.12,91
10872,272634.6.rna.13,77
10873,272634.6.rna.14,74
10874,272634.6.rna.15,76
10875,272634.6.peg.328,717
10876,272634.6.peg.329,543
10877,272634.6.pg.1,1042
10878,272634.6.peg.330,930
10879,272634.6.peg.331,930
10880,272634.6.peg.332,1698
10881,272634.6.peg.333,1218
10882,272634.6.peg.334,5457
10883,272634.6.peg.335,1074
10884,272634.6.peg.336,600
10885,272634.6.rna.16,77
10886,272634.6.peg.337,426
10887,272634.6.peg.338,927
10888,272634.6.peg.339,1260
10889,272634.6.peg.340,1143
10890,272634.6.peg.341,1476
10891,272634.6.peg.342,1512
10892,272634.6.peg.343,120
10893,272634.6.peg.344,864
10894,272634.6.peg.345,462
10895,272634.6.peg.346,1020
10896,272634.6.peg.347,462
10897,272634.6.peg.348,2166
10898,272634.6.peg.349,303
10899,272634.6.peg.350,288
10900,272634.6.peg.351,315
10901,272634.6.peg.352,861
10902,272634.6.peg.353,453
10903,272634.6.peg.354,885
10904,272634.6.peg.355,1335
10905,272634.6.peg.356,2388
10906,272634.6.peg.357,2253
10907,272634.6.peg.358,981
10908,272634.6.peg.359,2226
10909,272634.6.peg.360,1050
10910,272634.6.peg.361,1845
10911,272634.6.peg.362,1899
10912,272634.6.peg.363,675
10913,272634.6.peg.364,1590
10914,272634.6.peg.365,2148
10915,272634.6.peg.366,1632
10916,272634.6.peg.367,1302
10917,272634.6.peg.368,651
10918,272634.6.peg.369,210
10919,272634.6.peg.370,918
10920,272634.6.peg.371,348
10921,272634.6.peg.372,1131
10922,272634.6.peg.373,135
10923,272634.6.peg.374,138
10924,272634.6.peg.375,495
10925,272634.6.peg.376,843
10926,272634.6.peg.377,720
10927,272634.6.peg.378,642
10928,272634.6.peg.379,1500
10929,272634.6.peg.380,1863
10930,272634.6.peg.381,1320
10931,272634.6.peg.382,729
10932,272634.6.peg.383,1314
10933,272634.6.peg.384,1977
10934,272634.6.rna.17,74
10935,272634.6.peg.385,1605
10936,272634.6.rna.18,75
10937,272634.6.rna.19,74
10938,272634.6.peg.386,777
10939,272634.6.peg.387,294
10940,272634.6.peg.388,1080
10941,272634.6.peg.389,1362
10942,272634.6.peg.390,309
10943,272634.6.peg.391,2034
10944,272634.6.peg.392,1113
10945,272634.6.peg.393,819
10946,272634.6.peg.394,891
10947,272634.6.peg.395,303
10948,272634.6.peg.396,159
10949,272634.6.peg.397,498
10950,272634.6.peg.398,744
10951,272634.6.peg.399,129
10952,272634.6.peg.400,129
10953,272634.6.peg.401,2214
10954,272634.6.peg.402,351
10955,272634.6.peg.403,1776
10956,272634.6.peg.404,1236
10957,272634.6.peg.405,690
10958,272634.6.peg.406,390
10959,272634.6.peg.407,3288
10960,272634.6.rna.20,77
10961,272634.6.peg.408,225
10962,272634.6.peg.409,2619
10963,272634.6.peg.410,876
10964,272634.6.peg.411,834
10965,272634.6.peg.412,879
10966,272634.6.peg.413,177
10967,272634.6.peg.414,849
10968,272634.6.peg.415,2382
10969,272634.6.peg.416,345
10970,272634.6.peg.417,690
10971,272634.6.peg.418,1077
10972,272634.6.peg.419,387
10973,272634.6.peg.420,1020
10974,272634.6.peg.421,1374
10975,272634.6.peg.422,1209
10976,272634.6.peg.423,984
10977,272634.6.peg.424,1077
10978,272634.6.peg.425,1440
10979,272634.6.peg.426,534
10980,272634.6.peg.427,2916
10981,272634.6.peg.428,2163
10982,272634.6.peg.429,657
10983,272634.6.peg.430,864
10984,272634.6.peg.431,1749
10985,272634.6.peg.432,168
10986,272634.6.rna.21,74
10987,272634.6.rna.22,86
10988,272634.6.rna.23,75
10989,272634.6.rna.24,75
10990,272634.6.rna.25,87
10991,272634.6.peg.433,483
10992,272634.6.peg.434,141
10993,272634.6.peg.435,1452
10994,272634.6.peg.436,324
10995,272634.6.peg.437,1041
10996,272634.6.peg.438,594
10997,272634.6.peg.439,267
10998,272634.6.rna.26,75
10999,272634.6.peg.440,2640
11000,272634.6.peg.441,123
11001,272634.6.peg.442,2283
11002,272634.6.peg.443,1593
11003,272634.6.peg.444,252
11004,272634.6.peg.445,447
11005,272634.6.peg.446,741
11006,272634.6.peg.447,837
11007,272634.6.peg.448,513
11008,272634.6.peg.449,1368
11009,272634.6.peg.450,1143
11010,272634.6.peg.451,735
11011,272634.6.peg.452,1629
11012,272634.6.peg.453,423
11013,272634.6.peg.454,2745
11014,272634.6.peg.455,726
11015,272634.6.peg.456,1428
11016,272634.6.peg.457,1113
11017,272634.6.peg.458,390
11018,272634.6.peg.459,309
11019,272634.6.peg.460,1047
11020,272634.6.peg.461,2949
11021,272634.6.peg.462,873
11022,272634.6.peg.463,963
11023,272634.6.peg.464,1230
11024,272634.6.peg.465,1014
11025,272634.6.peg.466,954
11026,272634.6.peg.467,1062
11027,272634.6.peg.468,813
11028,272634.6.peg.469,1788
11029,272634.6.peg.470,1188
11030,272634.6.peg.471,3735
11031,272634.6.peg.472,141
11032,272634.6.peg.473,1881
11033,272634.6.peg.474,1038
11034,272634.6.peg.475,714
11035,272634.6.peg.476,2127
11036,272634.6.peg.477,1104
11037,272634.6.peg.478,453
11038,272634.6.peg.479,1230
11039,272634.6.peg.480,3873
11040,272634.6.peg.481,810
11041,272634.6.peg.482,618
11042,272634.6.peg.483,3057
11043,272634.6.peg.484,816
11044,272634.6.peg.485,1347
11045,272634.6.peg.486,786
11046,272634.6.peg.487,1110
11047,272634.6.peg.488,2019
11048,272634.6.peg.489,732
11049,272634.6.peg.490,114
11050,272634.6.peg.491,582
11051,272634.6.peg.492,864
11052,272634.6.rna.27,91
11053,272634.6.rna.28,89
11054,272634.6.peg.493,2991
11055,272634.6.rna.29,89
11056,272634.6.peg.494,636
11057,272634.6.peg.495,369
11058,272634.6.peg.496,1575
11059,272634.6.rna.30,85
11060,272634.6.rna.31,76
11061,272634.6.rna.32,76
11062,272634.6.rna.33,76
11063,272634.6.rna.34,75
11064,272634.6.rna.35,77
11065,272634.6.rna.36,75
11066,272634.6.peg.497,1698
11067,272634.6.peg.498,696
11068,272634.6.peg.499,813
11069,272634.6.peg.500,2088
11070,272634.6.peg.501,531
11071,272634.6.peg.502,396
11072,272634.6.peg.503,243
11073,272634.6.peg.504,117
11074,272634.6.peg.505,207
11075,272634.6.peg.506,411
11076,272634.6.peg.507,783
11077,272634.6.peg.508,1065
11078,272634.6.peg.509,162
11079,272634.6.peg.510,882
11080,272634.6.peg.511,807
11081,272634.6.peg.512,3162
11082,272634.6.peg.513,267
11083,272634.6.peg.514,1350
11084,272634.6.peg.515,654
11085,272634.6.peg.516,630
11086,272634.6.peg.517,708
11087,272634.6.peg.518,594
11088,272634.6.peg.519,2517
11089,272634.6.peg.520,582
11090,272634.6.peg.521,222
11091,272634.6.peg.522,1026
11092,272634.6.peg.523,237
11093,272634.6.peg.524,423
11094,272634.6.peg.525,1446
11095,272634.6.peg.526,1227
11096,272634.6.peg.527,423
11097,272634.6.peg.528,177
11098,272634.6.peg.529,3903
11099,272634.6.peg.530,1011
11100,272634.6.peg.531,1404
11101,272634.6.peg.532,879
11102,272634.6.peg.533,657
11103,272634.6.peg.534,480
11104,272634.6.peg.535,288
11105,272634.6.peg.536,1983
11106,272634.6.peg.537,144
11107,272634.6.peg.538,156
11108,272634.6.peg.539,432
11109,272634.6.peg.540,162
11110,272634.6.peg.541,717
11111,272634.6.peg.542,444
11112,272634.6.peg.543,543
11113,272634.6.peg.544,573
11114,272634.6.peg.545,504
11115,272634.6.peg.546,252
11116,272634.6.peg.547,591
11117,272634.6.peg.548,1269
11118,272634.6.peg.549,456
11119,272634.6.peg.550,1146
11120,272634.6.peg.551,171
11121,272634.6.peg.552,381
11122,272634.6.peg.553,744
11123,272634.6.peg.554,207
11124,272634.6.peg.555,2382
11125,272634.6.peg.556,1092
11126,272634.6.peg.557,1551
11127,272634.6.peg.558,291
11128,272634.6.peg.559,1755
11129,272634.6.peg.560,117
11130,272634.6.peg.561,1377
11131,272634.6.peg.562,162
11132,272634.6.peg.563,783
11133,272634.6.peg.564,1092
11134,272634.6.peg.565,444
11135,272634.6.peg.566,216
11136,272634.6.peg.567,264
11137,272634.6.peg.568,363
11138,272634.6.peg.569,3873
11139,272634.6.peg.570,4176
11140,272634.6.peg.571,501
11141,272634.6.peg.572,135
11142,272634.6.peg.573,210
11143,272634.6.peg.574,1047
11144,272634.6.peg.575,819
11145,272634.6.peg.576,114
11146,272634.6.peg.577,2586
11147,272634.6.peg.578,501
11148,272634.6.peg.579,633
11149,272634.6.rna.37,76
11150,272634.6.peg.580,918
11151,272634.6.rna.38,86
11152,272634.6.peg.581,114
11153,272634.6.peg.582,507
11154,272634.6.peg.583,114
11155,272634.6.peg.584,1185
11156,272634.6.peg.585,987
11157,272634.6.rna.39,82
11158,272634.6.peg.586,678
11159,272634.6.peg.587,555
11160,272634.6.peg.588,183
11161,272634.6.pg.2,519
11162,272634.6.peg.589,138
11163,272634.6.peg.590,330
11164,272634.6.peg.591,411
11165,272634.6.peg.592,2148
11166,272634.6.peg.593,849
11167,272634.6.peg.594,1173
11168,272634.6.peg.595,186
11169,272634.6.peg.596,423
11170,272634.6.peg.597,621
11171,272634.6.peg.598,924
11172,272634.6.peg.599,1239
11173,272634.6.peg.600,486
11174,272634.6.peg.601,369
11175,272634.6.peg.602,174
11176,272634.6.peg.603,264
11177,272634.6.peg.604,657
11178,272634.6.peg.605,936
11179,272634.6.peg.606,1995
11180,272634.6.peg.607,849
11181,272634.6.peg.608,987
11182,272634.6.peg.609,1644
11183,272634.6.peg.610,981
11184,272634.6.peg.611,978
11185,272634.6.peg.612,1158
11186,272634.6.peg.613,846
11187,272634.6.peg.614,810
11188,272634.6.peg.615,1695
11189,272634.6.peg.616,315
11190,272634.6.peg.617,582
11191,272634.6.peg.618,1614
11192,272634.6.peg.619,1839
11193,272634.6.peg.620,576
11194,272634.6.peg.621,669
11195,272634.6.rna.40,76
11196,272634.6.peg.622,1317
11197,272634.6.peg.623,618
11198,272634.6.peg.624,747
11199,272634.6.peg.625,1302
11200,272634.6.peg.626,1041
11201,272634.6.peg.627,627
11202,272634.6.peg.628,714
11203,272634.6.peg.629,3111
11204,272634.6.peg.630,876
11205,272634.6.peg.631,465
11206,272634.6.peg.632,390
11207,272634.6.peg.633,1983
11208,272634.6.peg.634,1338
11209,272634.6.peg.635,1632
11210,272634.6.peg.636,351
11211,272634.6.peg.637,387
11212,272634.6.peg.638,1221
11213,272634.6.peg.639,1161
11214,272634.6.peg.640,330
11215,272634.6.peg.641,423
11216,272634.6.peg.642,798
11217,272634.6.peg.643,1320
11218,272634.6.peg.644,315
11219,272634.6.peg.645,678
11220,272634.6.peg.646,267
11221,272634.6.peg.647,408
11222,272634.6.peg.648,909
11223,272634.6.peg.649,951
11224,272634.6.peg.650,453
11225,272634.6.peg.651,1596
11226,272634.6.peg.652,474
11227,272634.6.peg.653,546
11228,272634.6.peg.654,1062
11229,272634.6.peg.655,1566
11230,272634.6.peg.656,369
11231,272634.6.peg.657,243
11232,272634.6.peg.658,453
11233,272634.6.peg.659,1710
11234,272634.6.peg.660,402
11235,272634.6.peg.661,1428
11236,272634.6.peg.662,840
11237,272634.6.peg.663,1557
11238,272634.6.peg.664,537
11239,272634.6.peg.665,624
11240,272634.6.peg.666,318
11241,272634.6.peg.667,882
11242,272634.6.peg.668,474
11243,272634.6.peg.669,1371
11244,272634.6.peg.670,474
11245,272634.6.peg.671,678
11246,272634.6.peg.672,990
11247,272634.6.peg.673,1956
11248,272634.6.peg.674,1158
11249,272634.6.peg.675,132
11250,272634.6.peg.676,2124
11251,272634.6.peg.677,831
11252,272634.6.peg.678,1005
11253,272634.6.peg.679,1107
11254,272634.6.peg.680,399
11255,272634.6.peg.681,441
11256,272634.6.peg.682,2046
11257,272634.6.peg.683,2847
11258,272634.6.peg.684,2520
11259,272634.6.peg.685,1686
11260,272634.6.peg.686,261
11261,272634.6.peg.687,1353
11262,272634.6.peg.688,216
11263,272634.6.peg.689,426
11264,272634.6.peg.690,423
11265,272634.6.peg.691,1719
11266,272634.6.peg.692,1527
11267,272634.6.peg.693,735
11268,272634.6.peg.694,1215
11269,272634.6.peg.695,843
11270,272634.6.peg.696,708
11271,272634.6.peg.697,744
11272,272634.6.peg.698,1059
11273,272634.6.peg.699,555
11274,272634.6.peg.700,1146
11275,272634.6.peg.701,1128
11276,272634.6.peg.702,864
11277,272634.6.peg.703,771
11278,272634.6.peg.704,831
11279,272634.6.peg.705,840
11280,272634.6.peg.706,825
11281,272634.6.peg.707,852
11282,272634.6.peg.708,804
11283,272634.6.peg.709,834
11284,272634.6.peg.710,873
11285,272634.6.peg.711,411
11286,272634.6.peg.712,411
11287,272634.6.peg.713,306
11288,272634.6.peg.714,129
11289,272634.6.peg.715,1224
11290,272634.6.peg.716,1077
11291,272634.6.peg.717,432
11292,272634.6.peg.718,144
11293,272634.6.peg.719,390
11294,272634.6.peg.720,285
11295,272634.6.peg.721,816
11296,272634.6.peg.722,1206
11297,272634.6.peg.723,360
11298,272634.6.peg.724,696
11299,272634.6.peg.725,267
11300,272634.6.peg.726,1650
11301,272634.6.peg.727,456
11302,272634.6.peg.728,630
11303,272634.6.peg.729,873
11304,272634.6.peg.730,1185
11305,272634.6.peg.731,756
11306,272634.6.peg.732,876
11307,272634.6.peg.733,423
11308,272634.6.peg.734,1200
11309,272634.6.peg.735,1038
11310,272634.6.peg.736,582
11311,272634.6.peg.737,2130
11312,272634.6.peg.738,159
11313,272634.6.peg.739,528
11314,272634.6.peg.740,510
11315,272634.6.peg.741,993
11316,272634.6.peg.742,171
11317,272634.6.peg.743,417
11318,272634.6.peg.744,1278
11319,272634.6.peg.745,1455
11320,272634.6.peg.746,792
11321,272634.6.peg.747,1158
11322,272634.6.peg.748,357
11323,272634.6.peg.749,147
11324,272634.6.peg.750,1020
11325,272634.6.peg.751,5649
11326,272634.6.peg.752,696
11327,272634.6.peg.753,1320
11328,272634.6.peg.754,753
11329,272634.6.peg.755,813
11330,297246.15.peg.1,876
11331,297246.15.peg.2,1209
11332,297246.15.peg.3,1008
11333,297246.15.peg.4,1278
11334,297246.15.peg.5,567
11335,297246.15.peg.6,1455
11336,297246.15.peg.7,1023
11337,297246.15.peg.8,195
11338,297246.15.peg.9,135
11339,297246.15.peg.10,1263
11340,297246.15.peg.11,1164
11341,297246.15.peg.12,252
11342,297246.15.peg.13,1023
11343,297246.15.peg.14,1062
11344,297246.15.peg.15,1035
11345,297246.15.peg.16,186
11346,297246.15.peg.17,261
11347,297246.15.peg.18,747
11348,297246.15.peg.19,345
11349,297246.15.peg.20,357
11350,297246.15.peg.21,1047
11351,297246.15.peg.22,795
11352,297246.15.peg.23,324
11353,297246.15.peg.24,267
11354,297246.15.peg.25,558
11355,297246.15.peg.26,720
11356,297246.15.peg.27,1452
11357,297246.15.peg.28,228
11358,297246.15.peg.29,2577
11359,297246.15.peg.30,336
11360,297246.15.peg.31,627
11361,297246.15.peg.32,996
11362,297246.15.peg.33,663
11363,297246.15.peg.34,1764
11364,297246.15.peg.35,789
11365,297246.15.peg.36,498
11366,297246.15.peg.37,1371
11367,297246.15.peg.38,2760
11368,297246.15.peg.39,2004
11369,297246.15.peg.40,5871
11370,297246.15.peg.41,282
11371,297246.15.peg.42,321
11372,297246.15.peg.43,450
11373,297246.15.peg.44,447
11374,297246.15.peg.45,204
11375,297246.15.peg.46,345
11376,297246.15.peg.47,405
11377,297246.15.peg.48,624
11378,297246.15.peg.49,114
11379,297246.15.peg.50,900
11380,297246.15.peg.51,531
11381,297246.15.peg.52,3048
11382,297246.15.peg.53,558
11383,297246.15.peg.54,1074
11384,297246.15.peg.55,1794
11385,297246.15.peg.56,360
11386,297246.15.peg.57,789
11387,297246.15.peg.58,174
11388,297246.15.peg.59,231
11389,297246.15.peg.60,309
11390,297246.15.peg.61,483
11391,297246.15.peg.62,711
11392,297246.15.peg.63,900
11393,297246.15.peg.64,486
11394,297246.15.peg.65,330
11395,297246.15.peg.66,1476
11396,297246.15.peg.67,1800
11397,297246.15.peg.68,783
11398,297246.15.peg.69,960
11399,297246.15.peg.70,1485
11400,297246.15.peg.71,213
11401,297246.15.peg.72,573
11402,297246.15.peg.73,945
11403,297246.15.peg.74,3114
11404,297246.15.peg.75,423
11405,297246.15.peg.76,1923
11406,297246.15.peg.77,801
11407,297246.15.peg.78,1581
11408,297246.15.peg.79,897
11409,297246.15.peg.80,363
11410,297246.15.peg.81,1167
11411,297246.15.peg.82,471
11412,297246.15.peg.83,1509
11413,297246.15.peg.84,576
11414,297246.15.peg.85,312
11415,297246.15.peg.86,183
11416,297246.15.peg.87,876
11417,297246.15.peg.88,762
11418,297246.15.peg.89,126
11419,297246.15.peg.90,288
11420,297246.15.peg.91,252
11421,297246.15.peg.92,468
11422,297246.15.peg.93,822
11423,297246.15.peg.94,438
11424,297246.15.peg.95,315
11425,297246.15.peg.96,882
11426,297246.15.peg.97,1326
11427,297246.15.peg.98,693
11428,297246.15.peg.99,1824
11429,297246.15.peg.100,1605
11430,297246.15.peg.101,657
11431,297246.15.peg.102,219
11432,297246.15.peg.103,297
11433,297246.15.peg.104,978
11434,297246.15.peg.105,693
11435,297246.15.peg.106,369
11436,297246.15.peg.107,363
11437,297246.15.peg.108,462
11438,297246.15.peg.109,744
11439,297246.15.peg.110,972
11440,297246.15.peg.111,954
11441,297246.15.peg.112,648
11442,297246.15.peg.113,516
11443,297246.15.peg.114,720
11444,297246.15.peg.115,1434
11445,297246.15.peg.116,771
11446,297246.15.peg.117,1425
11447,297246.15.peg.118,819
11448,297246.15.peg.119,1317
11449,297246.15.peg.120,438
11450,297246.15.peg.121,798
11451,297246.15.peg.122,729
11452,297246.15.peg.123,387
11453,297246.15.peg.124,822
11454,297246.15.peg.125,1251
11455,297246.15.peg.126,465
11456,297246.15.peg.127,357
11457,297246.15.peg.128,1176
11458,297246.15.peg.129,273
11459,297246.15.peg.130,1041
11460,297246.15.peg.131,1248
11461,297246.15.peg.132,675
11462,297246.15.peg.133,495
11463,297246.15.peg.134,423
11464,297246.15.peg.135,576
11465,297246.15.peg.136,954
11466,297246.15.peg.137,567
11467,297246.15.peg.138,1107
11468,297246.15.peg.139,543
