peg1,peg2,string
297246.15.peg.1962,297246.15.peg.1963,587
297246.15.peg.1965,297246.15.peg.1966,515
297246.15.peg.1970,297246.15.peg.1971,757
297246.15.peg.1977,297246.15.peg.1978,991
297246.15.peg.1979,297246.15.peg.1980,760
297246.15.peg.1984,297246.15.peg.1985,409
297246.15.peg.1989,297246.15.peg.1990,996
297246.15.peg.1990,297246.15.peg.1991,993
297246.15.peg.1992,297246.15.peg.1993,972
297246.15.peg.1995,297246.15.peg.1996,422
297246.15.peg.2002,297246.15.peg.2003,529
297246.15.peg.2006,297246.15.peg.2007,432
297246.15.peg.2008,297246.15.peg.2009,415
297246.15.peg.2011,297246.15.peg.2012,521
297246.15.peg.2015,297246.15.peg.2016,970
297246.15.peg.201,297246.15.peg.202,607
297246.15.peg.2026,297246.15.peg.2027,594
297246.15.peg.2031,297246.15.peg.2032,614
297246.15.peg.2034,297246.15.peg.2035,415
297246.15.peg.2041,297246.15.peg.2042,523
297246.15.peg.2043,297246.15.peg.2044,514
297246.15.peg.2045,297246.15.peg.2046,489
297246.15.peg.2052,297246.15.peg.2053,598
297246.15.peg.2054,297246.15.peg.2055,427
297246.15.peg.2056,297246.15.peg.2057,413
297246.15.peg.2077,297246.15.peg.2078,504
297246.15.peg.2079,297246.15.peg.2080,456
297246.15.peg.2082,297246.15.peg.2083,514
297246.15.peg.2086,297246.15.peg.2087,845
297246.15.peg.2089,297246.15.peg.2090,320
297246.15.peg.208,297246.15.peg.209,594
297246.15.peg.2091,297246.15.peg.2092,382
297246.15.peg.2099,297246.15.peg.2100,994
297246.15.peg.209,297246.15.peg.210,515
297246.15.peg.2105,297246.15.peg.2106,928
297246.15.peg.2108,297246.15.peg.2109,532
297246.15.peg.2109,297246.15.peg.2110,634
297246.15.peg.2136,297246.15.peg.2137,431
297246.15.peg.2143,297246.15.peg.2144,505
297246.15.peg.2146,297246.15.peg.2147,604
297246.15.peg.2153,297246.15.peg.2154,427
297246.15.peg.2157,297246.15.peg.2158,407
297246.15.peg.2168,297246.15.peg.2169,470
297246.15.peg.2170,297246.15.peg.2171,879
297246.15.peg.2175,297246.15.peg.2176,414
297246.15.peg.2179,297246.15.peg.2180,458
297246.15.peg.2194,297246.15.peg.2195,512
297246.15.peg.2203,297246.15.peg.2204,847
297246.15.peg.2205,297246.15.peg.2206,584
297246.15.peg.2219,297246.15.peg.2220,448
297246.15.peg.2225,297246.15.peg.2226,431
297246.15.peg.2233,297246.15.peg.2234,465
297246.15.peg.2240,297246.15.peg.2241,452
297246.15.peg.2249,297246.15.peg.2250,490
297246.15.peg.2251,297246.15.peg.2252,429
297246.15.peg.2264,297246.15.peg.2265,572
297246.15.peg.2269,297246.15.peg.2270,648
297246.15.peg.226,297246.15.peg.227,607
297246.15.peg.2277,297246.15.peg.2278,994
297246.15.peg.2286,297246.15.peg.2287,685
297246.15.peg.228,297246.15.peg.229,481
297246.15.peg.2290,297246.15.peg.2291,610
297246.15.peg.2292,297246.15.peg.2293,568
297246.15.peg.2293,297246.15.peg.2294,743
297246.15.peg.2296,297246.15.peg.2297,423
297246.15.peg.2307,297246.15.peg.2308,635
297246.15.peg.230,297246.15.peg.231,536
297246.15.peg.2310,297246.15.peg.2311,636
297246.15.peg.2316,297246.15.peg.2317,579
297246.15.peg.2324,297246.15.peg.2325,975
297246.15.peg.2360,297246.15.peg.2361,447
297246.15.peg.2378,297246.15.peg.2379,836
297246.15.peg.2386,297246.15.peg.2387,286
297246.15.peg.2388,297246.15.peg.2389,578
297246.15.peg.2391,297246.15.peg.2392,508
297246.15.peg.2393,297246.15.peg.2394,426
297246.15.peg.2394,297246.15.peg.2395,466
297246.15.peg.2397,297246.15.peg.2398,397
297246.15.peg.2415,297246.15.peg.2416,299
297246.15.peg.242,297246.15.peg.243,712
297246.15.peg.2434,297246.15.peg.2435,505
297246.15.peg.2437,297246.15.peg.2438,796
297246.15.peg.244,297246.15.peg.245,929
297246.15.peg.2451,297246.15.peg.2452,489
297246.15.peg.2456,297246.15.peg.2457,302
297246.15.peg.2460,297246.15.peg.2461,530
297246.15.peg.2463,297246.15.peg.2464,604
297246.15.peg.246,297246.15.peg.247,486
297246.15.peg.2487,297246.15.peg.2488,391
297246.15.peg.2491,297246.15.peg.2492,938
297246.15.peg.2493,297246.15.peg.2494,455
297246.15.peg.2502,297246.15.peg.2503,601
297246.15.peg.2508,297246.15.peg.2509,445
297246.15.peg.2517,297246.15.peg.2518,591
297246.15.peg.2529,297246.15.peg.2530,533
297246.15.peg.252,297246.15.peg.253,467
297246.15.peg.2537,297246.15.peg.2538,526
297246.15.peg.2540,297246.15.peg.2541,508
297246.15.peg.2558,297246.15.peg.2559,324
297246.15.peg.2565,297246.15.peg.2566,174
297246.15.peg.2567,297246.15.peg.2568,523
297246.15.peg.2569,297246.15.peg.2570,907
297246.15.peg.2571,297246.15.peg.2572,623
297246.15.peg.2577,297246.15.peg.2578,572
297246.15.peg.2593,297246.15.peg.2594,422
297246.15.peg.2595,297246.15.peg.2596,495
297246.15.peg.2597,297246.15.peg.2598,488
297246.15.peg.2607,297246.15.peg.2608,541
297246.15.peg.2613,297246.15.peg.2614,438
297246.15.peg.2616,297246.15.peg.2617,457
297246.15.peg.2618,297246.15.peg.2619,450
297246.15.peg.2642,297246.15.peg.2643,503
297246.15.peg.2645,297246.15.peg.2646,822
297246.15.peg.2646,297246.15.peg.2647,438
297246.15.peg.2648,297246.15.peg.2649,342
297246.15.peg.2652,297246.15.peg.2653,408
297246.15.peg.2662,297246.15.peg.2663,363
297246.15.peg.2668,297246.15.peg.2669,553
297246.15.peg.2677,297246.15.peg.2678,848
297246.15.peg.2682,297246.15.peg.2683,523
297246.15.peg.269,297246.15.peg.270,447
297246.15.peg.2702,297246.15.peg.2703,406
297246.15.peg.271,297246.15.peg.272,546
297246.15.peg.2730,297246.15.peg.2731,291
297246.15.peg.2732,297246.15.peg.2733,487
297246.15.peg.2737,297246.15.peg.2738,393
297246.15.peg.275,297246.15.peg.276,409
297246.15.peg.277,297246.15.peg.278,579
297246.15.peg.2786,297246.15.peg.2787,357
297246.15.peg.2794,297246.15.peg.2795,486
297246.15.peg.2796,297246.15.peg.2797,476
297246.15.peg.282,297246.15.peg.283,446
297246.15.peg.2834,297246.15.peg.2835,393
297246.15.peg.2840,297246.15.peg.2841,527
297246.15.peg.2850,297246.15.peg.2851,573
297246.15.peg.2870,297246.15.peg.2871,933
297246.15.peg.2872,297246.15.peg.2873,453
297246.15.peg.2880,297246.15.peg.2881,980
297246.15.peg.2885,297246.15.peg.2886,987
297246.15.peg.2888,297246.15.peg.2889,875
297246.15.peg.288,297246.15.peg.289,999
297246.15.peg.2896,297246.15.peg.2897,267
297246.15.peg.2898,297246.15.peg.2899,989
297246.15.peg.2899,297246.15.peg.2900,740
297246.15.peg.2902,297246.15.peg.2903,152
297246.15.peg.2905,297246.15.peg.2906,587
297246.15.peg.2913,297246.15.peg.2914,460
297246.15.peg.2915,297246.15.peg.2916,531
297246.15.peg.2923,297246.15.peg.2924,386
297246.15.peg.2925,297246.15.peg.2926,450
297246.15.peg.2929,297246.15.peg.2930,970
297246.15.peg.2930,297246.15.peg.2931,483
297246.15.peg.293,297246.15.peg.294,230
297246.15.peg.2952,297246.15.peg.2953,484
297246.15.peg.2954,297246.15.peg.2955,632
297246.15.peg.2956,297246.15.peg.2957,573
297246.15.peg.2971,297246.15.peg.2972,442
297246.15.peg.2973,297246.15.peg.2974,873
297246.15.peg.2989,297246.15.peg.2990,443
297246.15.peg.2992,297246.15.peg.2993,483
297246.15.peg.2994,297246.15.peg.2995,558
297246.15.peg.2996,297246.15.peg.2997,761
297246.15.peg.2998,297246.15.peg.2999,518
297246.15.peg.3005,297246.15.peg.3006,490
297246.15.peg.3009,297246.15.peg.3010,732
297246.15.peg.3011,297246.15.peg.3012,231
297246.15.peg.3015,297246.15.peg.3016,762
297246.15.peg.3022,297246.15.peg.3023,528
297246.15.peg.3023,297246.15.peg.3024,811
297246.15.peg.3030,297246.15.peg.3031,990
297246.15.peg.3031,297246.15.peg.3032,991
297246.15.peg.3035,297246.15.peg.3036,529
297246.15.peg.3043,297246.15.peg.3044,591
297246.15.peg.3047,297246.15.peg.3048,685
297246.15.peg.304,297246.15.peg.305,320
297246.15.peg.3051,297246.15.peg.3052,848
297246.15.peg.3057,297246.15.peg.3058,387
297246.15.peg.3060,297246.15.peg.3061,552
297246.15.peg.3061,297246.15.peg.3062,429
297246.15.peg.3063,297246.15.peg.3064,192
297246.15.peg.3065,297246.15.peg.3066,540
297246.15.peg.3070,297246.15.peg.3071,994
297246.15.peg.3073,297246.15.peg.3074,398
297246.15.peg.307,297246.15.peg.308,589
297246.15.peg.3080,297246.15.peg.3081,484
297246.15.peg.3082,297246.15.peg.3083,846
297246.15.peg.3087,297246.15.peg.3088,652
297246.15.peg.3089,297246.15.peg.3090,960
297246.15.peg.3091,297246.15.peg.3092,994
297246.15.peg.3093,297246.15.peg.3094,644
297246.15.peg.3095,297246.15.peg.3096,975
297246.15.peg.3097,297246.15.peg.3098,200
297246.15.peg.3100,297246.15.peg.3101,462
297246.15.peg.3107,297246.15.peg.3108,884
297246.15.peg.3113,297246.15.peg.3114,541
297246.15.peg.3116,297246.15.peg.3117,784
297246.15.peg.3119,297246.15.peg.3120,928
297246.15.peg.3123,297246.15.peg.3124,647
297246.15.peg.3126,297246.15.peg.3127,759
297246.15.peg.3128,297246.15.peg.3129,446
297246.15.peg.3130,297246.15.peg.3131,916
297246.15.peg.3132,297246.15.peg.3133,921
297246.15.peg.3135,297246.15.peg.3136,987
297246.15.peg.3144,297246.15.peg.3145,422
297246.15.peg.3149,297246.15.peg.3150,437
297246.15.peg.3153,297246.15.peg.3154,659
297246.15.peg.3155,297246.15.peg.3156,538
297246.15.peg.3162,297246.15.peg.3163,992
297246.15.peg.3168,297246.15.peg.3169,634
297246.15.peg.3173,297246.15.peg.3174,858
297246.15.peg.3187,297246.15.peg.3188,635
297246.15.peg.3198,297246.15.peg.3199,665
297246.15.peg.3213,297246.15.peg.3214,656
297246.15.peg.3217,297246.15.peg.3218,980
297246.15.peg.3219,297246.15.peg.3220,894
297246.15.peg.3223,297246.15.peg.3224,433
297246.15.peg.3225,297246.15.peg.3226,423
297246.15.peg.3228,297246.15.peg.3229,638
297246.15.peg.3233,297246.15.peg.3234,557
297246.15.peg.3240,297246.15.peg.3241,591
297246.15.peg.3254,297246.15.peg.3255,555
297246.15.peg.3257,297246.15.peg.3258,517
297246.15.peg.3258,297246.15.peg.3259,514
297246.15.peg.3260,297246.15.peg.3261,591
297246.15.peg.3271,297246.15.peg.3272,555
297246.15.peg.3273,297246.15.peg.3274,395
297246.15.peg.3276,297246.15.peg.3277,479
297246.15.peg.3279,297246.15.peg.3280,547
297246.15.peg.3290,297246.15.peg.3291,462
297246.15.peg.3292,297246.15.peg.3293,502
297246.15.peg.3296,297246.15.peg.3297,970
297246.15.peg.3299,297246.15.peg.3300,500
297246.15.peg.3303,297246.15.peg.3304,718
297246.15.peg.3313,297246.15.peg.3314,325
297246.15.peg.3315,297246.15.peg.3316,592
297246.15.peg.3325,297246.15.peg.3326,443
297246.15.peg.3330,297246.15.peg.3331,746
297246.15.peg.3332,297246.15.peg.3333,530
297246.15.peg.3334,297246.15.peg.3335,496
297246.15.peg.3362,297246.15.peg.3363,538
297246.15.peg.3366,297246.15.peg.3367,876
297246.15.peg.3388,297246.15.peg.3389,430
297246.15.peg.3394,297246.15.peg.3395,812
297246.15.peg.3401,297246.15.peg.3402,686
297246.15.peg.3415,297246.15.peg.3416,817
297246.15.peg.3416,297246.15.peg.3417,994
297246.15.peg.3419,297246.15.peg.3420,466
297246.15.peg.3420,297246.15.peg.3421,690
297246.15.peg.3430,297246.15.peg.3431,452
297246.15.peg.3432,297246.15.peg.3433,463
297246.15.peg.3433,297246.15.peg.3434,421
297246.15.peg.3436,297246.15.peg.3437,417
297246.15.peg.3437,297246.15.peg.3438,738
297246.15.peg.343,297246.15.peg.344,485
297246.15.peg.3441,297246.15.peg.3442,653
297246.15.peg.3445,297246.15.peg.3446,472
297246.15.peg.3469,297246.15.peg.3470,749
297246.15.peg.358,297246.15.peg.359,488
297246.15.peg.385,297246.15.peg.386,554
297246.15.peg.387,297246.15.peg.388,487
297246.15.peg.398,297246.15.peg.399,431
297246.15.peg.401,297246.15.peg.402,719
297246.15.peg.428,297246.15.peg.429,553
297246.15.peg.433,297246.15.peg.434,605
297246.15.peg.440,297246.15.peg.441,608
297246.15.peg.443,297246.15.peg.444,616
297246.15.peg.445,297246.15.peg.446,910
297246.15.peg.449,297246.15.peg.450,666
297246.15.peg.453,297246.15.peg.454,647
297246.15.peg.457,297246.15.peg.458,480
297246.15.peg.479,297246.15.peg.480,420
297246.15.peg.483,297246.15.peg.484,431
297246.15.peg.486,297246.15.peg.487,459
297246.15.peg.488,297246.15.peg.489,527
297246.15.peg.494,297246.15.peg.495,486
297246.15.peg.496,297246.15.peg.497,527
297246.15.peg.501,297246.15.peg.502,485
297246.15.peg.516,297246.15.peg.517,526
297246.15.peg.519,297246.15.peg.520,177
297246.15.peg.532,297246.15.peg.533,519
297246.15.peg.542,297246.15.peg.543,713
297246.15.peg.545,297246.15.peg.546,549
297246.15.peg.549,297246.15.peg.550,731
297246.15.peg.551,297246.15.peg.552,927
297246.15.peg.556,297246.15.peg.557,989
297246.15.peg.562,297246.15.peg.563,999
297246.15.peg.597,297246.15.peg.598,560
297246.15.peg.625,297246.15.peg.626,473
297246.15.peg.627,297246.15.peg.628,444
297246.15.peg.629,297246.15.peg.630,481
297246.15.peg.636,297246.15.peg.637,609
297246.15.peg.638,297246.15.peg.639,578
297246.15.peg.644,297246.15.peg.645,940
297246.15.peg.647,297246.15.peg.648,446
297246.15.peg.659,297246.15.peg.660,413
297246.15.peg.661,297246.15.peg.662,401
297246.15.peg.670,297246.15.peg.671,555
297246.15.peg.674,297246.15.peg.675,714
297246.15.peg.687,297246.15.peg.688,502
297246.15.peg.689,297246.15.peg.690,534
297246.15.peg.691,297246.15.peg.692,492
297246.15.peg.699,297246.15.peg.700,846
297246.15.peg.700,297246.15.peg.701,946
297246.15.peg.704,297246.15.peg.705,845
297246.15.peg.709,297246.15.peg.710,999
297246.15.peg.711,297246.15.peg.712,691
297246.15.peg.724,297246.15.peg.725,578
297246.15.peg.733,297246.15.peg.734,509
297246.15.peg.736,297246.15.peg.737,454
297246.15.peg.747,297246.15.peg.748,777
297246.15.peg.750,297246.15.peg.751,618
297246.15.peg.751,297246.15.peg.752,341
297246.15.peg.753,297246.15.peg.754,821
297246.15.peg.797,297246.15.peg.798,616
297246.15.peg.806,297246.15.peg.807,545
297246.15.peg.808,297246.15.peg.809,475
298386.8.peg.1000,298386.8.peg.1001,660
298386.8.peg.1002,298386.8.peg.1003,572
298386.8.peg.1004,298386.8.peg.1005,747
298386.8.peg.1006,298386.8.peg.1007,378
298386.8.peg.1008,298386.8.peg.1009,859
298386.8.peg.1009,298386.8.peg.1010,978
298386.8.peg.1014,298386.8.peg.1015,953
298386.8.peg.1015,298386.8.peg.1016,946
298386.8.peg.1021,298386.8.peg.1022,987
298386.8.peg.1023,298386.8.peg.1024,982
298386.8.peg.1027,298386.8.peg.1028,890
298386.8.peg.102,298386.8.peg.103,780
298386.8.peg.1030,298386.8.peg.1031,999
298386.8.peg.1033,298386.8.peg.1034,982
298386.8.peg.1042,298386.8.peg.1043,989
298386.8.peg.1047,298386.8.peg.1048,410
298386.8.peg.1061,298386.8.peg.1062,474
298386.8.peg.108,298386.8.peg.109,988
298386.8.peg.1117,298386.8.peg.1118,605
298386.8.peg.1123,298386.8.peg.1124,481
298386.8.peg.1126,298386.8.peg.1127,619
298386.8.peg.1135,298386.8.peg.1136,731
298386.8.peg.113,298386.8.peg.114,959
298386.8.peg.1141,298386.8.peg.1142,850
298386.8.peg.1143,298386.8.peg.1144,998
298386.8.peg.1145,298386.8.peg.1146,969
298386.8.peg.1149,298386.8.peg.1150,402
298386.8.peg.1153,298386.8.peg.1154,957
298386.8.peg.1157,298386.8.peg.1158,991
298386.8.peg.1159,298386.8.peg.1160,152
298386.8.peg.115,298386.8.peg.116,856
298386.8.peg.1170,298386.8.peg.1171,556
298386.8.peg.1173,298386.8.peg.1174,555
298386.8.peg.1178,298386.8.peg.1179,642
298386.8.peg.1186,298386.8.peg.1187,999
298386.8.peg.1194,298386.8.peg.1195,360
298386.8.peg.1204,298386.8.peg.1205,452
298386.8.peg.1207,298386.8.peg.1208,644
298386.8.peg.1209,298386.8.peg.1210,487
298386.8.peg.1211,298386.8.peg.1212,800
298386.8.peg.1213,298386.8.peg.1214,453
298386.8.peg.1214,298386.8.peg.1215,547
298386.8.peg.1216,298386.8.peg.1217,876
298386.8.peg.1223,298386.8.peg.1224,999
298386.8.peg.1231,298386.8.peg.1232,990
298386.8.peg.124,298386.8.peg.125,924
298386.8.peg.126,298386.8.peg.127,535
298386.8.peg.131,298386.8.peg.132,437
298386.8.peg.133,298386.8.peg.134,498
298386.8.peg.142,298386.8.peg.143,183
298386.8.peg.1880,298386.8.peg.1881,520
298386.8.peg.1895,298386.8.peg.1896,604
298386.8.peg.1925,298386.8.peg.1926,879
298386.8.peg.1931,298386.8.peg.1932,640
298386.8.peg.1933,298386.8.peg.1934,709
298386.8.peg.1956,298386.8.peg.1957,970
298386.8.peg.1958,298386.8.peg.1959,518
298386.8.peg.1961,298386.8.peg.1962,944
298386.8.peg.1963,298386.8.peg.1964,960
298386.8.peg.1981,298386.8.peg.1982,555
298386.8.peg.1987,298386.8.peg.1988,575
298386.8.peg.1989,298386.8.peg.1990,500
298386.8.peg.1993,298386.8.peg.1994,851
298386.8.peg.2015,298386.8.peg.2016,998
298386.8.peg.2025,298386.8.peg.2026,887
298386.8.peg.2027,298386.8.peg.2028,744
298386.8.peg.2031,298386.8.peg.2032,536
298386.8.peg.2037,298386.8.peg.2038,426
298386.8.peg.2038,298386.8.peg.2039,412
298386.8.peg.2040,298386.8.peg.2041,525
298386.8.peg.2051,298386.8.peg.2052,992
298386.8.peg.2081,298386.8.peg.2082,526
298386.8.peg.2083,298386.8.peg.2084,605
298386.8.peg.2089,298386.8.peg.2090,597
298386.8.peg.2091,298386.8.peg.2092,633
298386.8.peg.2606,298386.8.peg.2607,486
298386.8.peg.260,298386.8.peg.261,288
298386.8.peg.2623,298386.8.peg.2624,647
298386.8.peg.2625,298386.8.peg.2626,392
298386.8.peg.2627,298386.8.peg.2628,993
298386.8.peg.2629,298386.8.peg.2630,480
298386.8.peg.2636,298386.8.peg.2637,945
298386.8.peg.2648,298386.8.peg.2649,457
298386.8.peg.2658,298386.8.peg.2659,528
298386.8.peg.2665,298386.8.peg.2666,390
298386.8.peg.2669,298386.8.peg.2670,716
298386.8.peg.2671,298386.8.peg.2672,647
298386.8.peg.2673,298386.8.peg.2674,405
298386.8.peg.2674,298386.8.peg.2675,862
298386.8.peg.2678,298386.8.peg.2679,999
298386.8.peg.2680,298386.8.peg.2681,393
298386.8.peg.2687,298386.8.peg.2688,816
298386.8.peg.2698,298386.8.peg.2699,557
298386.8.peg.2708,298386.8.peg.2709,188
298386.8.peg.2710,298386.8.peg.2711,436
298386.8.peg.2735,298386.8.peg.2736,512
298386.8.peg.2742,298386.8.peg.2743,997
298386.8.peg.2744,298386.8.peg.2745,984
298386.8.peg.2747,298386.8.peg.2748,579
298386.8.peg.274,298386.8.peg.275,590
298386.8.peg.2754,298386.8.peg.2755,993
298386.8.peg.2761,298386.8.peg.2762,729
298386.8.peg.276,298386.8.peg.277,562
298386.8.peg.2781,298386.8.peg.2782,901
298386.8.peg.2786,298386.8.peg.2787,507
298386.8.peg.2788,298386.8.peg.2789,790
298386.8.peg.279,298386.8.peg.280,886
298386.8.peg.2807,298386.8.peg.2808,392
298386.8.peg.2819,298386.8.peg.2820,997
298386.8.peg.281,298386.8.peg.282,591
298386.8.peg.2822,298386.8.peg.2823,183
298386.8.peg.2833,298386.8.peg.2834,984
298386.8.peg.2835,298386.8.peg.2836,909
298386.8.peg.283,298386.8.peg.284,784
298386.8.peg.2845,298386.8.peg.2846,853
298386.8.peg.2847,298386.8.peg.2848,938
298386.8.peg.2851,298386.8.peg.2852,938
298386.8.peg.285,298386.8.peg.286,368
298386.8.peg.2864,298386.8.peg.2865,156
298386.8.peg.2871,298386.8.peg.2872,489
298386.8.peg.2880,298386.8.peg.2881,761
298386.8.peg.2883,298386.8.peg.2884,475
298386.8.peg.2885,298386.8.peg.2886,992
298386.8.peg.2890,298386.8.peg.2891,991
298386.8.peg.2904,298386.8.peg.2905,509
298386.8.peg.2906,298386.8.peg.2907,707
298386.8.peg.290,298386.8.peg.291,587
298386.8.peg.2911,298386.8.peg.2912,447
298386.8.peg.2920,298386.8.peg.2921,443
298386.8.peg.2930,298386.8.peg.2931,474
298386.8.peg.2934,298386.8.peg.2935,994
298386.8.peg.2938,298386.8.peg.2939,494
298386.8.peg.2940,298386.8.peg.2941,382
298386.8.peg.2962,298386.8.peg.2963,987
298386.8.peg.296,298386.8.peg.297,901
298386.8.peg.2973,298386.8.peg.2974,467
298386.8.peg.298,298386.8.peg.299,917
298386.8.peg.2994,298386.8.peg.2995,411
298386.8.peg.2996,298386.8.peg.2997,638
298386.8.peg.3004,298386.8.peg.3005,970
298386.8.peg.3007,298386.8.peg.3008,309
298386.8.peg.3026,298386.8.peg.3027,847
298386.8.peg.3028,298386.8.peg.3029,508
298386.8.peg.3034,298386.8.peg.3035,843
298386.8.peg.3037,298386.8.peg.3038,997
298386.8.peg.3039,298386.8.peg.3040,502
298386.8.peg.3042,298386.8.peg.3043,818
298386.8.peg.3048,298386.8.peg.3049,744
298386.8.peg.3050,298386.8.peg.3051,889
298386.8.peg.3052,298386.8.peg.3053,579
298386.8.peg.3057,298386.8.peg.3058,597
298386.8.peg.3059,298386.8.peg.3060,955
298386.8.peg.3061,298386.8.peg.3062,943
298386.8.peg.3064,298386.8.peg.3065,897
298386.8.peg.3068,298386.8.peg.3069,628
298386.8.peg.3073,298386.8.peg.3074,633
298386.8.peg.3076,298386.8.peg.3077,166
298386.8.peg.3080,298386.8.peg.3081,673
298386.8.peg.3084,298386.8.peg.3085,645
298386.8.peg.3088,298386.8.peg.3089,954
298386.8.peg.308,298386.8.peg.309,497
298386.8.peg.3091,298386.8.peg.3092,682
298386.8.peg.3101,298386.8.peg.3102,471
298386.8.peg.3103,298386.8.peg.3104,999
298386.8.peg.3109,298386.8.peg.3110,529
298386.8.peg.310,298386.8.peg.311,467
298386.8.peg.3117,298386.8.peg.3118,935
298386.8.peg.3119,298386.8.peg.3120,988
298386.8.peg.3122,298386.8.peg.3123,973
298386.8.peg.3127,298386.8.peg.3128,946
298386.8.peg.3136,298386.8.peg.3137,615
298386.8.peg.3138,298386.8.peg.3139,603
298386.8.peg.3146,298386.8.peg.3147,709
298386.8.peg.3147,298386.8.peg.3148,581
298386.8.peg.3149,298386.8.peg.3150,557
298386.8.peg.3152,298386.8.peg.3153,969
298386.8.peg.3157,298386.8.peg.3158,595
298386.8.peg.3159,298386.8.peg.3160,506
298386.8.peg.3161,298386.8.peg.3162,468
298386.8.peg.3163,298386.8.peg.3164,997
298386.8.peg.3171,298386.8.peg.3172,555
298386.8.peg.3181,298386.8.peg.3182,671
298386.8.peg.3184,298386.8.peg.3185,995
298386.8.peg.3186,298386.8.peg.3187,474
298386.8.peg.3204,298386.8.peg.3205,970
298386.8.peg.3222,298386.8.peg.3223,189
298386.8.peg.3230,298386.8.peg.3231,574
298386.8.peg.3233,298386.8.peg.3234,962
298386.8.peg.3235,298386.8.peg.3236,689
298386.8.peg.3238,298386.8.peg.3239,981
298386.8.peg.3239,298386.8.peg.3240,968
298386.8.peg.3242,298386.8.peg.3243,877
298386.8.peg.3243,298386.8.peg.3244,715
298386.8.peg.3245,298386.8.peg.3246,999
298386.8.peg.3247,298386.8.peg.3248,389
298386.8.peg.324,298386.8.peg.325,584
298386.8.peg.3250,298386.8.peg.3251,502
298386.8.peg.3268,298386.8.peg.3269,483
298386.8.peg.326,298386.8.peg.327,621
298386.8.peg.3271,298386.8.peg.3272,514
298386.8.peg.3278,298386.8.peg.3279,956
298386.8.peg.3290,298386.8.peg.3291,471
298386.8.peg.3295,298386.8.peg.3296,715
298386.8.peg.3306,298386.8.peg.3307,577
298386.8.peg.3318,298386.8.peg.3319,920
298386.8.peg.3326,298386.8.peg.3327,657
298386.8.peg.332,298386.8.peg.333,858
298386.8.peg.3331,298386.8.peg.3332,996
298386.8.peg.3332,298386.8.peg.3333,566
298386.8.peg.3334,298386.8.peg.3335,477
298386.8.peg.3342,298386.8.peg.3343,999
298386.8.peg.3345,298386.8.peg.3346,493
298386.8.peg.334,298386.8.peg.335,877
298386.8.peg.3351,298386.8.peg.3352,890
298386.8.peg.3354,298386.8.peg.3355,275
298386.8.peg.3361,298386.8.peg.3362,789
298386.8.peg.3370,298386.8.peg.3371,980
298386.8.peg.3374,298386.8.peg.3375,924
298386.8.peg.3376,298386.8.peg.3377,163
298386.8.peg.3378,298386.8.peg.3379,793
298386.8.peg.3381,298386.8.peg.3382,695
298386.8.peg.3383,298386.8.peg.3384,884
298386.8.peg.3388,298386.8.peg.3389,898
298386.8.peg.338,298386.8.peg.339,346
298386.8.peg.3394,298386.8.peg.3395,289
298386.8.peg.3395,298386.8.peg.3396,879
298386.8.peg.3402,298386.8.peg.3403,978
298386.8.peg.3405,298386.8.peg.3406,585
298386.8.peg.3408,298386.8.peg.3409,251
298386.8.peg.3410,298386.8.peg.3411,770
298386.8.peg.3411,298386.8.peg.3412,844
298386.8.peg.3413,298386.8.peg.3414,930
298386.8.peg.3415,298386.8.peg.3416,996
298386.8.peg.3416,298386.8.peg.3417,574
298386.8.peg.3421,298386.8.peg.3422,870
298386.8.peg.3425,298386.8.peg.3426,984
298386.8.peg.3427,298386.8.peg.3428,933
298386.8.peg.3432,298386.8.peg.3433,696
298386.8.peg.3450,298386.8.peg.3451,848
298386.8.peg.3451,298386.8.peg.3452,974
298386.8.peg.3454,298386.8.peg.3455,302
298386.8.peg.3462,298386.8.peg.3463,999
298386.8.peg.3467,298386.8.peg.3468,278
298386.8.peg.3471,298386.8.peg.3472,800
298386.8.peg.3473,298386.8.peg.3474,474
298386.8.peg.3478,298386.8.peg.3479,999
298386.8.peg.3481,298386.8.peg.3482,679
298386.8.peg.3483,298386.8.peg.3484,673
298386.8.peg.3488,298386.8.peg.3489,773
298386.8.peg.3493,298386.8.peg.3494,928
298386.8.peg.3495,298386.8.peg.3496,933
298386.8.peg.3519,298386.8.peg.3520,545
298386.8.peg.3537,298386.8.peg.3538,530
298386.8.peg.3539,298386.8.peg.3540,634
298386.8.peg.3550,298386.8.peg.3551,511
298386.8.peg.3557,298386.8.peg.3558,831
298386.8.peg.3562,298386.8.peg.3563,612
298386.8.peg.3564,298386.8.peg.3565,989
298386.8.peg.3566,298386.8.peg.3567,994
298386.8.peg.3568,298386.8.peg.3569,965
298386.8.peg.3570,298386.8.peg.3571,902
298386.8.peg.3576,298386.8.peg.3577,723
298386.8.peg.3578,298386.8.peg.3579,526
298386.8.peg.3587,298386.8.peg.3588,727
298386.8.peg.3594,298386.8.peg.3595,648
298386.8.peg.3601,298386.8.peg.3602,961
298386.8.peg.3602,298386.8.peg.3603,986
298386.8.peg.3606,298386.8.peg.3607,584
298386.8.peg.3608,298386.8.peg.3609,548
298386.8.peg.3611,298386.8.peg.3612,739
298386.8.peg.3613,298386.8.peg.3614,886
298386.8.peg.3618,298386.8.peg.3619,601
298386.8.peg.361,298386.8.peg.362,432
298386.8.peg.3621,298386.8.peg.3622,459
298386.8.peg.3623,298386.8.peg.3624,619
